,smiles,GWP100,log(GWP100),log(LT),log(RE),log(lip),log(sol)
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)F,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Cl)Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)F,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)F,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)(Br)Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)F,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)F,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Cl)Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)F,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)(Br)Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)F,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Br)(Br)Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)F)F,,,,,,
,C(C(C(Br)(Br)Br)(F)F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)F)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)F,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)F,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(F)Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)F,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)F,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Cl)Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(F)F,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)F,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)(Br)Br)Br,,,,,,
,C(C(C(Br)(Br)Br)F)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)F)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)F)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)F)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)F)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)F)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)F)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)F)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)F)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)F)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)F)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)F)F,,,,,,
,C(C(C(Br)(Br)Br)F)Cl,,,,,,
,C(C(C(Br)(Br)Br)F)Br,,,,,,
,C(C(C(Br)(Br)Br)Cl)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)Cl)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)Cl)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)Cl)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)Cl)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)Cl)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)Cl)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)Cl)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)Cl)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)Cl)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)Cl)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)Cl)(F)F,,,,,,
,C(C(C(Br)(Br)Br)Cl)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)Cl)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)Cl)F,,,,,,
,C(C(C(Br)(Br)Br)Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)Br)(F)(F)F,,,,,,
,C(C(C(Br)(Br)Br)Br)(F)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)Br)(F)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)Br)(F)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)Br)(F)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)Br)(F)(Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)Br)(F)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)Br)(Cl)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)Br)(Cl)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)Br)(Cl)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)Br)(Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)Br)(F)F,,,,,,
,C(C(C(Br)(Br)Br)Br)(F)Cl,,,,,,
,C(C(C(Br)(Br)Br)Br)(F)Br,,,,,,
,C(C(C(Br)(Br)Br)Br)(Cl)Cl,,,,,,
,C(C(C(Br)(Br)Br)Br)(Cl)Br,,,,,,
,C(C(C(Br)(Br)Br)Br)(Br)Br,,,,,,
,C(C(C(Br)(Br)Br)Br)F,,,,,,
,C(C(C(Br)(Br)Br)Br)Cl,,,,,,
,C(C(C(Br)(Br)Br)Br)Br,,,,,,
,C(C(C(F)F)(F)(F)F)(F)(F)F,,,,,,
,C(C(C(F)F)(F)(F)F)(F)(F)Cl,,,,,,
,C(C(C(F)F)(F)(F)F)(F)(F)Br,,,,,,
,C(C(C(F)F)(F)(F)F)(F)(Cl)Cl,,,,,,
,C(C(C(F)F)(F)(F)F)(F)(Cl)Br,,,,,,
,C(C(C(F)F)(F)(F)F)(F)(Br)Cl,,,,,,
,C(C(C(F)F)(F)(F)F)(F)(Br)Br,,,,,,
,C(C(C(F)F)(F)(F)F)(Cl)(Cl)Cl,,,,,,
,C(C(C(F)F)(F)(F)F)(Cl)(Cl)Br,,,,,,
,C(C(C(F)F)(F)(F)F)(Cl)(Br)Br,,,,,,
,C(C(C(F)F)(F)(F)F)(Br)(Br)Br,,,,,,
,C(C(C(F)F)(F)(F)F)(F)F,,,,,,
,C(C(C(F)F)(F)(F)F)(F)Cl,,,,,,
,C(C(C(F)F)(F)(F)F)(F)Br,,,,,,
,C(C(C(F)F)(F)(F)F)(Cl)Cl,,,,,,
,C(C(C(F)F)(F)(F)F)(Cl)Br,,,,,,
,C(C(C(F)F)(F)(F)F)(Br)Br,,,,,,
,C(C(C(F)F)(F)(F)F)F,,,,,,
,C(C(C(F)F)(F)(F)F)Cl,,,,,,
,C(C(C(F)F)(F)(F)F)Br,,,,,,
,C(C(C(F)F)(F)(F)Cl)(F)(F)F,,,,,,
,C(C(C(F)F)(F)(F)Cl)(F)(F)Cl,,,,,,
,C(C(C(F)F)(F)(F)Cl)(F)(F)Br,,,,,,
,C(C(C(F)F)(F)(F)Cl)(F)(Cl)Cl,,,,,,
,C(C(C(F)F)(F)(F)Cl)(F)(Cl)Br,,,,,,
,C(C(C(F)F)(F)(F)Cl)(F)(Br)Cl,,,,,,
,C(C(C(F)F)(F)(F)Cl)(F)(Br)Br,,,,,,
,C(C(C(F)F)(F)(F)Cl)(Cl)(Cl)Cl,,,,,,
,C(C(C(F)F)(F)(F)Cl)(Cl)(Cl)Br,,,,,,
,C(C(C(F)F)(F)(F)Cl)(Cl)(Br)Br,,,,,,
,C(C(C(F)F)(F)(F)Cl)(Br)(Br)Br,,,,,,
,C(C(C(F)F)(F)(F)Cl)(F)F,,,,,,
,C(C(C(F)F)(F)(F)Cl)(F)Cl,,,,,,
,C(C(C(F)F)(F)(F)Cl)(F)Br,,,,,,
